,id,Name,Year,Rating,Genre,Actors,Director,One-line
3225,3225,Jane,II 2017,7.8,"Documentary, Biography            ","['Jane Goodall', 'Hugo Van Lawick', 'Hugo Eric Louis van Lawick']",Brett Morgen,"The life and work of the renowned primatology scientist, Jane Goodall, especially on her research about chimpanzees."
3226,3226,About Schmidt,2002,7.2,Drama            ,"['Jack Nicholson', 'Hope Davis', 'Dermot Mulroney', 'Kathy Bates']",Alexander Payne,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected."
3227,3227,Sing Street,2016,7.9,"Comedy, Drama, Music            ","['Ferdia Walsh-Peelo', 'Aidan Gillen', 'Maria Doyle Kennedy', 'Jack Reynor']",John Carney,"A young lad notices a beautiful girl who begins to occupy his thoughts. While struggling with poverty, personal relationships and life's woes, he starts a band, hoping to catch her attention."
3228,3228,Born to Kill,1947,7.2,"Crime, Drama, Film-Noir            ","['Claire Trevor', 'Lawrence Tierney', 'Walter Slezak', 'Phillip Terry']",Robert Wise,A calculating divorcée risks her chances at wealth and security with a man she doesn't love by getting involved with the hotheaded murderer romancing her foster sister.
3229,3229,Avalon,1990,7.2,Drama            ,"['Aidan Quinn', 'Elizabeth Perkins', 'Leo Fuchs', 'Eve Gordon']",Barry Levinson,"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land."
3230,3230,Secret Honor,1984,7.2,"Biography, Comedy, Drama            ",['Philip Baker Hall'],Robert Altman,"A fictionalized former President Richard M. Nixon offers a solitary, stream-of-consciousness reflection on his life and political career - and the ""true"" reasons for the Watergate scandal and his resignation."
3231,3231,Lilo & Stitch,2002,7.3,"Animation, Adventure, Comedy            ","['Chris Sanders', 'Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']",Dean DeBlois,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace."
3232,3232,Accattone,1961,7.6,Drama            ,"['Franco Citti', 'Franca Pasut', 'Silvana Corsini', 'Paola Guidi']",Pier Paolo Pasolini,A pimp with no other means to provide for himself finds his life spiraling out of control when his prostitute is sent to prison.
3233,3233,Sisters,1972,6.9,"Horror, Mystery, Thriller            ","['Margot Kidder', 'Jennifer Salt', 'Charles Durning', 'William Finley']",Brian De Palma,A small-time reporter tries to convince the police she saw a murder in the apartment across from hers.
3234,3234,The Crow,1994,7.5,"Action, Crime, Drama            ","['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']",Alex Proyas,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
3235,3235,The Thin Man Goes Home,1944,7.3,"Film-Noir, Mystery            ","['William Powell', 'Myrna Loy', 'Lucile Watson', 'Gloria DeHaven']",Richard Thorpe,"Nick and Nora head to Nick's hometown of Sycamore Springs to spend some time with his parents. His father, a prominent local physician, was always a bit disappointed with Nick's choice of ...                <a href=""/title/tt0037365/plotsummary"">See full summary</a> »"
3236,3236,Boccaccio '70,1962,7,"Comedy, Fantasy, Romance            ","['Federico Fellini', 'Mario Monicelli', 'Luchino Visconti', 'Anita Ekberg', 'Sophia Loren', 'Romy Schneider', 'Marisa Solinas']",Vittorio De Sica,"Inspired by Boccaccio's novellas, each episode focuses on sex, love and seduction in Italy in the 1960s, an era of economic growth and major cultural changes."
3237,3237,Comanche Station,1960,7,"Drama, Western            ","['Randolph Scott', 'Nancy Gates', 'Claude Akins', 'Skip Homeier']",Budd Boetticher,"A man saves a woman who had been kidnapped by Comanches, then struggles to get both of them home alive."
3238,3238,Happy as Lazzaro,2018,7.5,"Drama, Fantasy, Mystery            ","['Adriano Tardiolo', 'Agnese Graziani', 'Alba Rohrwacher', 'Luca Chikovani']",Alice Rohrwacher,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.
3239,3239,First Cow,2019,7.1,"Drama, Western            ","['Alia Shawkat', 'John Magaro', 'Dylan Smith', 'Ryan Findley']",Kelly Reichardt,"A skilled cook has traveled west and joined a group of fur trappers in Oregon, though he only finds true connection with a Chinese immigrant also seeking his fortune. Soon the two collaborate on a successful business."
3240,3240,The Glenn Miller Story,1954,7.3,"Biography, Drama, Music            ","['James Stewart', 'June Allyson', 'Harry Morgan', 'Charles Drake']",Anthony Mann,"Biography of bandleader <a href=""/name/nm0001895"">Glenn Miller</a> from his beginnings to his death over the English Channel in December 1944."
3241,3241,Night Nurse,1931,7,"Comedy, Crime, Drama            ","['Barbara Stanwyck', 'Ben Lyon', 'Joan Blondell', 'Clark Gable']",William A. Wellman,A nurse enlists the help of a petty criminal to foil a sinister plot to murder two children.
3242,3242,Blackmail,1929,6.9,"Crime, Drama, Thriller            ","['Anny Ondra', 'John Longden', 'Sara Allgood', 'Charles Paton']",Alfred Hitchcock,"After killing a man in self-defense, a young woman is blackmailed by a witness to the killing."
3243,3243,The Trap,2007,7.9,"Crime, Drama, Thriller            ","['Nebojsa Glogovac', 'Natasa Ninkovic', 'Anica Dobra', ""Predrag 'Miki' Manojlovic""]",Srdan Golubovic,"A couple finds out their son urgently needs an expensive heart surgery. While struggling to find the money, the father is approached by a mysterious man proposing a sinister deal."
3244,3244,A Generation,1955,7.1,"Drama, War            ","['Tadeusz Lomnicki', 'Urszula Modrzynska', 'Tadeusz Janczar', 'Janusz Paluszkiewicz']",Andrzej Wajda,Story of youth during the German occupation of Poland in World War II who come to adulthood through love and adversity.
3245,3245,The Band's Visit,2007,7.5,"Comedy, Drama, Music            ","['Sasson Gabay', 'Ronit Elkabetz', 'Saleh Bakri', 'Khalifa Natour']",Eran Kolirin,"A band comprised of members of the Egyptian police force head to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves lost in the wrong town."
3246,3246,Wrinkles,2011,7.6,"Animation, Drama            ","['Tacho González', 'Álvaro Guevara', 'Mabel Rivera', 'Raúl Dans']",Ignacio Ferreras,"An astonishing cocktail of friendship, resistance and life set among the unexpected landscape of an elderly care facility."
3247,3247,Indiana Jones and the Last Crusade,1989,8.2,"Action, Adventure            ","['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott']",Steven Spielberg,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
3248,3248,Local Hero,1983,7.3,"Comedy, Drama            ","['Burt Lancaster', 'Peter Riegert', 'Fulton Mackay', 'Denis Lawson']",Bill Forsyth,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected."
3249,3249,Roger & Me,1989,7.5,Documentary            ,"['Michael Moore', 'Roger B. Smith', 'Rhonda Britton', 'Fred Ross']",Michael Moore,"After General Motors closes its factory in Flint, Michigan, eliminating 35,000 jobs, filmmaker <a href=""/name/nm0601619"">Michael Moore</a> undertakes a quixotic quest to interview General Motors' chairman, <a href=""/name/nm0809792"">Roger B. Smith</a>."
3250,3250,And the Band Played On,1993 TV Movie,7.8,"Drama, History            ","['Matthew Modine', 'Alan Alda', 'Patrick Bauchau', 'Nathalie Baye']",Roger Spottiswoode,"The story of the discovery of the AIDS epidemic, and the political infighting of the scientific community hampering the early fight with it."
3251,3251,Paterson,2016,7.3,"Comedy, Drama, Romance            ","['Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji']",Jim Jarmusch,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
3252,3252,Rascal Does Not Dream of a Dreaming Girl,2019,8.2,"Animation, Drama, Fantasy            ","['Kaito Ishikawa', 'Asami Seto', 'Inori Minase', 'Nao Tôyama']",Sôichi Masui,A high school student's blissful days with his girlfriend are interrupted when his first crush returns in two forms.
3253,3253,Return to Seoul,2022,7,Drama            ,"['Park Ji-min', 'Oh Gwang-Rok', 'Guka Han', 'Kim Sun-young']",Davy Chou,"A twenty-five-year-old French woman returns to Korea, the country she was born in before being adopted by a French couple, for the very first time. She decides to track down her biological parents, but her journey takes a surprising turn."
3254,3254,Land of Mine,2015,7.8,"Drama, History, War            ","['Roland Møller', 'Louis Hofmann', 'Joel Basman', 'Mikkel Boe Følsgaard']",Martin Zandvliet,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
3255,3255,Full Contact,1992,7.1,"Action, Crime, Thriller            ","['Chow Yun-Fat', 'Simon Yam', 'Ann Bridgewater', 'Anthony Chau-Sang Wong']",Ringo Lam,Two disreputable friends get tied in with a group of criminals who turn out to be excessively violent and deceptive.
3256,3256,Man's Favorite Sport?,1964,7.1,"Comedy, Romance            ","['Rock Hudson', 'Paula Prentiss', 'Maria Perschy', 'John McGiver']",Howard Hawks,"The author of a best-selling fishing guide is actually extremely inexperienced in the sport, which causes mayhem when he is entered into a competition."
3257,3257,Green Book,2018,8.2,"Biography, Comedy, Drama            ","['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco']",Peter Farrelly,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
3258,3258,Red Rock West,1993,7,"Crime, Drama, Thriller            ","['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'Craig Reay']",John Dahl,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue."
3259,3259,Mad Max,1979,6.8,"Action, Adventure, Sci-Fi            ","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley']",George Miller,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang."
3260,3260,Under the Sun of Satan,1987,6.7,"Drama, Fantasy            ","['Gérard Depardieu', 'Sandrine Bonnaire', 'Maurice Pialat', 'Alain Artur']",Maurice Pialat,"A priest stuck in a rural congregation and burdened with his overwrought spirituality, finds purpose in a troubled woman accused of murder."
3261,3261,Beyond the Mat,1999,7.6,"Documentary, Biography, Sport            ","['Terry Funk', 'Mick Foley', 'Jake Roberts', 'Barry W. Blaustein']",Barry W. Blaustein,"A heartfelt documentary focusing on the day-to-day lives of professional wrestlers, some on the rise, some on the wane, and others fighting for their lives."
3262,3262,Die Geschichte vom weinenden Kamel,2003,7.4,"Documentary, Drama, Family            ","['Luigi Falorni', 'Janchiv Ayurzana', 'Chimed Ohin', 'Amgaabazar Gonson', 'Zeveljamz Nyam']",Byambasuren Davaa,"When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind."
3263,3263,Destiny,2006,7.8,Drama            ,"['Ufuk Bayraktar', 'Vildan Atasever', 'Engin Akyürek', 'Müge Ulusoy']",Zeki Demirkubuz,"Bekir loves Ugur, who loves Zagor, who is about to get out of jail. An already tense love triangle is thrown into turmoil on a hot summer night, when Zagor kills someone, and Ugur disappears."
3264,3264,Pursued,1947,7.2,Western            ,"['Teresa Wright', 'Robert Mitchum', 'Judith Anderson', 'Dean Jagger']",Raoul Walsh,A boy haunted by nightmares about the night his entire family was murdered is brought up by a neighboring family in the 1880s. He falls for his lovely adoptive sister but his nasty adoptive brother and mysterious uncle want him dead.
3265,3265,Arabian Nights,1974,6.7,"Comedy, Drama, Fantasy            ","['Ninetto Davoli', 'Franco Citti', 'Franco Merli', 'Tessa Bouché']",Pier Paolo Pasolini,"In ancient Arabia, a beautiful slave girl chooses a youth to be her new master, then she is kidnapped and they must search for each other. Stories are told within stories: love, travel and the whims of destiny."
3266,3266,The Toy,1976,7.4,"Comedy, Drama            ","['Pierre Richard', 'Michel Bouquet', 'Fabrice Greco', 'Jacques François']",Francis Veber,"A poor journalist finds himself as a toy of a boss' son. Making friends with a naughty child, he tries to save him from the cruel power of his father."
3267,3267,Up in the Air,I 2009,7.4,"Comedy, Drama, Romance            ","['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman']",Jason Reitman,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model."
3268,3268,Beverly Hills Cop,1984,7.4,"Action, Comedy, Crime            ","['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']",Martin Brest,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.
3269,3269,Rebels of the Neon God,1992,7.5,"Crime, Drama, Romance            ","['Wang Yu-wen', 'Chen Chao-jung', 'Kang-sheng Lee', 'Jen Chang-bin']",Tsai Ming-liang,"Within the urban gloom of Taipei, four youths face alienation, loneliness, and moments of existential crisis amidst a series of minor crimes."
